2.32133263946  9.70063736369e-34
2.38226919914  7.13123986933e-34
2.44480538493  4.23395574877e-34
2.52528916701  2.51433958565e-34
2.60842250117  1.49314351096e-34
2.64243715213  9.74377479516e-35
2.74716568777  6.06903666284e-35
2.87460650893  3.78101702436e-35
2.98853668508  2.6518414091e-35
3.1885426885  1.65320025988e-35
3.37996743305  1.05515512279e-35
3.51392673629  8.33300454411e-36
3.77345965802  6.58822871354e-36
4.15853324731  4.97167296581e-36
4.4368405604  4.02422756952e-36
4.98556499621  3.18657408326e-36
5.63856130883  2.64655188332e-36
6.21396458286  2.30287289539e-36
6.89259252553  2.05241486184e-36
7.84602872263  1.78787210573e-36
9.40641419282  1.675353158e-36
10.7075814594  1.49446911686e-36
13.1740421703  1.40165863998e-36
15.490062156  1.34410257034e-36
18.0956383098  1.35127820839e-36
18.6913525615  1.29005420404e-36
20.5987656179  1.2943543402e-36
23.7539158615  1.27017502957e-36
28.2941110579  1.27780615978e-36
32  1.28320368135e-36
