0.0918749762431  9.06664911341e-38
0.110684457256  8.22041261457e-38
0.144881213837  7.45315967438e-38
0.189559620662  6.12680478057e-38
0.214589369606  5.55495891318e-38
0.269711201735  6.12680478057e-38
0.312137113023  7.45315967438e-38
0.346250535935  7.45315967438e-38
0.408934929174  8.22041261457e-38
0.493090879369  9.06664911341e-38
0.686877724855  8.22041261457e-38
0.917534063999  6.75751835539e-38
1.03914523554  6.75751835539e-38
1.15220462646  6.12680478057e-38
1.47722293502  5.55495891318e-38
1.85585969882  5.55495891318e-38
2.48234961726  6.12680478057e-38
3.38543688099  5.03648633053e-38
4.25318056022  5.03648633053e-38
5.44812276519  3.75377368193e-38
6.98495017007  3.40341488252e-38
8.59135611925  3.08575685272e-38
11.2457171849  2.79774746329e-38
17.7103421032  1.71412525329e-38
28.5135174469  1.40908168551e-38
43.1558122091  1.27756492147e-38
68.1141737461  1.27756492147e-38
80.4099079371  1.27756492147e-38
92.9353517221  1.15832328625e-38
93.3464394922  3.08575685272e-38
93.9250190739  1.21648394903e-37
95.7246036393  8.22041261457e-36
97.3436118651  3.40341488252e-34
99.6035621773  5.55495891318e-32
102.502424611  3.24069603579e-31
102.864989652  7.09682064767e-31
